geography,id,hhcars0_control,hhcars1_control,hhcars2_control,hhcars3_control,hhpersons1_control,hhpersons2_control,hhpersons3_control,hhpersons4_control,hhpersons5_control,hhpersons6_control,hhpersons7_control,hhpersons8_control,hhpersons9_control,hhpersons10_control,hhchildren0_control,hhchildren1_control,hhchildren2_control,hhchildren3_control,hhincome0_control,hhincome26153_control,hhincome54517_control,hhincome98123_control,hhworkers0_control,hhworkers1_control,hhworkers2_control,hhworkers3_control,hhage_of_head5_control,hhage_of_head18_control,hhage_of_head25_control,hhage_of_head35_control,hhage_of_head65_control,hhrace_id1_control,hhrace_id2_control,hhrace_id3_control,hhrace_id4_control,num_hh_control,age0_control,age18_control,age25_control,age65_control,sex1_control,sex2_control,race_id1_control,race_id2_control,race_id3_control,race_id4_control,hhcars0_result,hhcars1_result,hhcars2_result,hhcars3_result,hhpersons1_result,hhpersons2_result,hhpersons3_result,hhpersons4_result,hhpersons5_result,hhpersons6_result,hhpersons7_result,hhpersons8_result,hhpersons9_result,hhpersons10_result,hhchildren0_result,hhchildren1_result,hhchildren2_result,hhchildren3_result,hhincome0_result,hhincome26153_result,hhincome54517_result,hhincome98123_result,hhworkers0_result,hhworkers1_result,hhworkers2_result,hhworkers3_result,hhage_of_head5_result,hhage_of_head18_result,hhage_of_head25_result,hhage_of_head35_result,hhage_of_head65_result,hhrace_id1_result,hhrace_id2_result,hhrace_id3_result,hhrace_id4_result,num_hh_result,age0_result,age18_result,age25_result,age65_result,sex1_result,sex2_result,race_id1_result,race_id2_result,race_id3_result,race_id4_result,hhcars0_diff,hhcars1_diff,hhcars2_diff,hhcars3_diff,hhpersons1_diff,hhpersons2_diff,hhpersons3_diff,hhpersons4_diff,hhpersons5_diff,hhpersons6_diff,hhpersons7_diff,hhpersons8_diff,hhpersons9_diff,hhpersons10_diff,hhchildren0_diff,hhchildren1_diff,hhchildren2_diff,hhchildren3_diff,hhincome0_diff,hhincome26153_diff,hhincome54517_diff,hhincome98123_diff,hhworkers0_diff,hhworkers1_diff,hhworkers2_diff,hhworkers3_diff,hhage_of_head5_diff,hhage_of_head18_diff,hhage_of_head25_diff,hhage_of_head35_diff,hhage_of_head65_diff,hhrace_id1_diff,hhrace_id2_diff,hhrace_id3_diff,hhrace_id4_diff,num_hh_diff,age0_diff,age18_diff,age25_diff,age65_diff,sex1_diff,sex2_diff,race_id1_diff,race_id2_diff,race_id3_diff,race_id4_diff
TAZ,987,42,304,270,116,269,253,98,79,27,5,1,0,0,0,582,87,50,13,102,221,173,236,194,298,195,45,0,17,93,365,257,531,108,27,66,732,230,119,913,295,752,805,1084,223,68,182,42,304,270,116,268,254,98,78,27,5,2,0,0,0,582,87,50,13,102,220,173,237,193,298,195,46,0,17,94,370,251,530,108,26,68,732,230,120,909,302,756,805,1084,224,63,190,0,0,0,0,-1,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,1,0,0,1,5,-6,-1,0,-1,2,0,0,1,-4,7,4,0,0,1,-5,8
TAZ,988,59,443,518,214,352,482,202,151,17,30,0,0,0,0,953,168,81,32,152,278,463,341,319,504,347,64,0,27,158,614,435,883,179,41,131,1234,437,238,1597,519,1354,1437,1919,408,96,368,59,443,518,214,352,481,202,152,17,30,0,0,0,0,954,167,81,32,151,280,463,340,318,504,346,66,0,27,160,617,430,880,181,42,131,1234,439,237,1589,528,1356,1437,1915,410,100,368,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,1,-1,0,0,-1,2,0,-1,-1,0,-1,2,0,0,2,3,-5,-3,2,1,0,0,2,-1,-8,9,2,0,-4,2,4,0
TAZ,989,142,832,861,440,852,794,372,167,69,3,14,3,1,0,1880,250,110,35,394,452,608,821,651,878,624,122,0,40,269,1149,817,1620,328,84,243,2275,586,354,2831,947,2244,2474,3270,658,214,576,142,833,861,439,851,794,373,168,69,3,14,2,1,0,1881,249,110,35,394,451,608,822,650,879,624,122,0,40,271,1159,805,1620,327,84,244,2275,586,354,2814,962,2244,2472,3260,663,213,580,0,1,0,-1,-1,0,1,1,0,0,0,-1,0,0,1,-1,0,0,0,-1,0,1,-1,1,0,0,0,0,2,10,-12,0,-1,0,1,0,0,0,-17,15,0,-2,-10,5,-1,4
TAZ,990,59,573,526,245,585,463,119,164,54,17,0,0,1,0,1134,140,97,32,174,337,385,507,382,603,341,77,0,22,170,681,530,1037,191,40,135,1403,438,181,1698,588,1365,1540,2087,387,89,342,59,573,525,246,584,463,119,165,54,17,0,0,1,0,1134,141,97,31,174,337,385,507,381,603,342,77,0,22,172,690,519,1039,189,40,135,1403,439,181,1687,601,1368,1540,2091,387,88,342,0,0,-1,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,-1,0,1,0,0,0,2,9,-11,2,-2,0,0,0,1,0,-11,13,3,0,4,0,-1,0
TAZ,991,14,55,72,21,55,77,16,11,1,1,0,1,0,0,143,9,8,2,34,11,30,87,56,53,50,3,0,1,19,80,62,121,25,2,14,162,33,19,191,77,151,169,224,57,8,31,14,55,72,21,54,77,16,11,1,1,0,2,0,0,142,9,8,3,35,11,29,87,57,52,50,3,0,1,19,80,62,119,27,2,14,162,38,19,192,78,152,175,224,64,7,32,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,-1,0,0,1,1,0,-1,0,1,-1,0,0,0,0,0,0,0,-2,2,0,0,0,5,0,1,1,1,6,0,7,-1,1
TAZ,992,42,303,213,82,313,247,37,26,10,6,1,0,0,0,587,26,23,4,117,175,101,247,200,307,117,16,0,5,61,291,283,480,99,14,47,640,84,53,657,321,517,598,851,140,25,99,42,303,214,81,312,246,38,26,11,6,1,0,0,0,587,26,23,4,117,175,102,246,200,307,117,16,0,5,61,294,280,486,93,14,47,640,85,55,657,323,519,601,849,153,22,96,0,0,1,-1,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,3,-3,6,-6,0,0,0,1,2,0,2,2,3,-2,13,-3,-3
TAZ,993,24,257,225,67,253,228,55,27,5,5,0,0,0,0,500,44,25,4,110,82,165,216,163,262,137,11,0,12,69,266,226,410,90,14,59,573,108,62,603,264,485,552,728,158,28,123,24,259,224,66,254,228,55,27,4,5,0,0,0,0,501,43,25,4,111,82,165,215,163,263,137,10,0,12,70,268,223,410,90,14,59,573,107,58,599,269,483,550,727,156,27,123,0,2,-1,-1,1,0,0,0,-1,0,0,0,0,0,1,-1,0,0,1,0,0,-1,0,1,0,-1,0,0,1,2,-3,0,0,0,0,0,-1,-4,-4,5,-2,-2,-1,-2,-1,0
TAZ,994,14,127,200,107,112,186,89,27,21,12,1,0,0,0,362,52,20,14,26,51,103,268,98,172,137,41,0,3,43,246,156,314,60,13,61,448,134,73,652,184,509,534,709,122,35,177,14,128,199,107,113,186,89,27,21,11,1,0,0,0,365,50,20,13,26,51,103,268,98,173,136,41,0,3,44,248,153,317,57,13,61,448,132,72,647,187,507,531,706,125,33,174,0,1,-1,0,1,0,0,0,0,-1,0,0,0,0,3,-2,0,-1,0,0,0,0,0,1,-1,0,0,0,1,2,-3,3,-3,0,0,0,-2,-1,-5,3,-2,-3,-3,3,-2,-3
TAZ,995,59,463,351,157,462,298,172,30,32,33,2,1,0,0,848,101,52,29,188,265,322,255,331,430,223,46,0,18,121,513,378,734,170,31,95,1030,301,140,1212,421,977,1097,1369,369,80,256,59,463,352,156,462,299,172,30,32,32,2,1,0,0,848,102,52,28,188,266,321,255,331,432,222,45,0,18,122,518,372,728,175,31,96,1030,299,138,1202,431,976,1094,1382,354,78,256,0,0,1,-1,0,1,0,0,0,-1,0,0,0,0,0,1,0,-1,0,1,-1,0,0,2,-1,-1,0,0,1,5,-6,-6,5,0,1,0,-2,-2,-10,10,-1,-3,13,-15,-2,0
TAZ,996,84,554,550,290,540,472,219,185,46,14,1,0,1,0,1165,173,114,26,297,253,312,616,429,569,383,97,0,31,168,743,536,1111,176,44,147,1478,488,250,1848,625,1546,1665,2341,334,131,405,84,553,551,290,540,473,218,185,46,14,1,0,1,0,1165,173,114,26,297,253,311,617,430,568,383,97,0,31,170,748,529,1117,171,43,147,1478,487,248,1838,637,1545,1665,2333,346,127,404,0,-1,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,0,0,0,0,2,5,-7,6,-5,-1,0,0,-1,-2,-10,12,-1,0,-8,12,-4,-1
TAZ,997,63,447,469,201,432,434,103,190,17,2,1,0,1,0,958,110,101,11,236,250,282,412,357,446,328,49,0,27,145,566,442,865,154,37,124,1180,347,174,1447,514,1217,1265,1770,288,76,348,63,448,468,201,433,434,103,189,17,2,1,0,1,0,959,109,102,10,236,251,281,412,357,446,328,49,0,27,146,570,437,871,148,37,124,1180,348,172,1438,521,1215,1264,1763,293,77,346,0,1,-1,0,1,0,0,-1,0,0,0,0,0,0,1,-1,1,-1,0,1,-1,0,0,0,0,0,0,0,1,4,-5,6,-6,0,0,0,1,-2,-9,7,-2,-1,-7,5,1,-2
TAZ,998,40,281,331,211,257,220,240,89,52,4,0,0,1,0,640,127,76,20,88,191,266,318,188,342,256,77,0,13,88,493,269,631,117,26,89,863,342,177,1229,318,1021,1045,1496,261,61,248,40,281,331,211,257,221,240,89,51,4,0,0,1,0,641,127,76,19,88,191,266,318,188,342,257,76,0,13,89,499,262,634,114,26,89,863,342,175,1217,329,1020,1043,1493,265,59,246,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,1,-1,0,0,1,6,-7,3,-3,0,0,0,0,-2,-12,11,-1,-2,-3,4,-2,-2
TAZ,999,71,465,481,177,421,534,126,71,31,8,3,0,0,0,1013,115,54,12,260,294,297,343,407,472,273,42,0,31,144,516,503,850,185,38,121,1194,262,184,1350,579,1127,1248,1681,332,68,294,71,465,482,176,421,534,126,71,31,8,3,0,0,0,1013,115,54,12,260,295,296,343,407,472,273,42,0,31,146,520,497,857,178,38,121,1194,262,182,1344,587,1128,1247,1673,340,68,294,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,2,4,-6,7,-7,0,0,0,0,-2,-6,8,1,-1,-8,8,0,0
TAZ,1000,25,128,76,23,147,75,7,21,2,0,0,0,0,0,222,16,10,4,62,100,65,25,104,110,36,2,0,11,25,102,114,177,50,8,17,252,48,25,212,127,175,237,283,76,18,35,25,127,76,24,146,74,8,21,3,0,0,0,0,0,221,17,10,4,62,99,66,25,104,110,36,2,0,10,25,102,115,177,49,8,18,252,49,24,212,132,178,239,282,79,18,38,0,-1,0,1,-1,-1,1,0,1,0,0,0,0,0,-1,1,0,0,0,-1,1,0,0,0,0,0,0,-1,0,0,1,0,-1,0,1,0,1,-1,0,5,3,2,-1,3,0,3
TAZ,1001,23,141,116,47,183,69,31,34,10,0,0,0,0,0,278,23,24,2,86,93,96,52,108,144,63,12,0,7,36,158,126,238,51,11,27,327,77,40,340,143,264,336,429,79,25,67,23,140,117,47,182,69,32,34,10,0,0,0,0,0,278,23,24,2,86,93,97,51,107,145,63,12,0,7,36,159,125,240,49,12,26,327,77,39,340,146,266,336,428,83,27,64,0,-1,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,0,1,-1,2,-2,1,-1,0,0,-1,0,3,2,0,-1,4,2,-3
TAZ,1002,22,121,139,60,111,129,32,40,21,9,0,0,0,0,256,43,31,12,79,51,69,143,90,136,95,21,0,12,36,174,120,243,47,14,38,342,141,67,434,142,381,403,517,118,39,110,22,121,138,61,111,129,32,40,21,9,0,0,0,0,257,42,31,12,79,50,69,144,91,135,95,21,0,12,36,175,119,240,49,14,39,342,143,67,431,143,380,404,517,115,39,113,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,1,1,-1,0,0,0,0,0,1,-1,-3,2,0,1,0,2,0,-3,1,-1,1,0,-3,0,3
TAZ,1003,57,388,371,140,367,379,59,85,40,25,1,0,0,0,784,74,66,32,215,155,257,329,275,404,237,40,0,13,120,466,357,699,137,38,82,956,311,141,1129,418,952,1047,1433,275,89,202,58,388,371,139,368,379,59,84,40,25,1,0,0,0,784,74,66,32,216,156,256,328,276,404,237,39,0,13,121,469,353,700,137,38,81,956,312,140,1122,422,949,1047,1431,279,88,198,1,0,0,-1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,1,0,0,-1,0,0,1,3,-4,1,0,0,-1,0,1,-1,-7,4,-3,0,-2,4,-1,-4
TAZ,1004,25,201,198,94,206,181,59,49,10,12,1,0,0,0,436,45,25,12,132,111,97,178,155,221,125,17,0,10,61,269,178,374,77,24,43,518,136,80,645,209,519,551,754,154,48,114,25,200,199,94,205,181,60,49,10,12,1,0,0,0,436,45,25,12,131,112,96,179,154,221,126,17,0,10,60,272,176,375,77,24,42,518,136,80,643,213,519,553,759,154,47,112,0,-1,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,0,1,0,0,0,-1,3,-2,1,0,0,-1,0,0,0,-2,4,0,2,5,0,-1,-2
TAZ,1005,42,304,297,144,305,271,117,62,26,4,1,1,0,0,647,80,47,13,123,159,222,283,211,333,201,42,0,15,83,406,283,541,129,21,96,787,215,112,960,328,761,854,1051,274,61,229,43,304,297,143,305,271,119,61,25,4,1,1,0,0,647,81,46,13,123,159,223,282,211,334,201,41,0,15,84,408,280,536,134,21,96,787,215,110,952,335,759,853,1055,268,60,229,1,0,0,-1,0,0,2,-1,-1,0,0,0,0,0,0,1,-1,0,0,0,1,-1,0,1,0,-1,0,0,1,2,-3,-5,5,0,0,0,0,-2,-8,7,-2,-1,4,-6,-1,0
TAZ,1006,51,347,263,81,372,227,26,83,25,5,2,2,0,0,617,62,43,20,165,195,219,163,247,330,139,26,0,21,85,326,310,518,116,27,81,742,212,87,785,337,682,739,962,205,63,191,51,348,263,80,372,228,26,82,25,5,2,2,0,0,618,62,43,19,165,195,219,163,247,331,138,26,0,21,87,328,306,522,112,27,81,742,211,87,778,343,681,738,953,212,63,191,0,1,0,-1,0,1,0,-1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,1,-1,0,0,0,2,2,-4,4,-4,0,0,0,-1,0,-7,6,-1,-1,-9,7,0,0
TAZ,1007,77,478,645,290,384,549,271,167,86,29,4,0,0,0,1108,212,125,45,163,418,424,485,373,576,442,99,0,29,184,758,519,1077,210,42,161,1490,604,289,2073,629,1756,1839,2505,478,122,490,77,477,647,289,384,549,272,167,85,29,4,0,0,0,1110,211,124,45,163,420,423,484,373,577,442,98,0,29,185,764,512,1080,206,43,161,1490,607,288,2061,637,1755,1838,2498,483,123,489,0,-1,2,-1,0,0,1,0,-1,0,0,0,0,0,2,-1,-1,0,0,2,-1,-1,0,1,0,-1,0,0,1,6,-7,3,-4,1,0,0,3,-1,-12,8,-1,-1,-7,5,1,-1
TAZ,1008,22,233,332,168,176,284,97,150,27,21,0,0,0,0,536,96,96,27,75,172,227,281,173,283,245,54,0,15,85,418,237,548,102,22,83,755,373,143,1104,276,942,954,1312,241,76,267,22,232,333,168,175,283,97,151,27,22,0,0,0,0,537,95,95,28,75,171,228,281,172,284,244,55,0,15,85,422,233,550,101,21,83,755,379,145,1096,283,947,956,1314,246,77,266,0,-1,1,0,-1,-1,0,1,0,1,0,0,0,0,1,-1,-1,1,0,-1,1,0,-1,1,-1,1,0,0,0,4,-4,2,-1,-1,0,0,6,2,-8,7,5,2,2,5,1,-1
TAZ,1009,3,62,75,27,52,82,14,13,5,1,0,0,0,0,142,11,9,5,12,32,53,70,42,70,49,6,0,2,21,86,58,127,12,6,22,167,44,17,212,68,168,173,249,22,16,54,3,62,74,28,52,82,14,13,5,1,0,0,0,0,143,10,9,5,13,31,53,70,42,69,50,6,0,2,22,88,55,127,12,6,22,167,44,17,213,67,167,174,249,24,14,54,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-1,0,0,0,-1,1,0,0,0,1,2,-3,0,0,0,0,0,0,0,1,-1,-1,1,0,2,-2,0
TAZ,1010,69,585,754,308,472,833,133,206,66,4,2,0,0,0,1398,165,122,31,230,360,463,663,457,696,487,76,0,23,208,862,623,1276,220,53,167,1716,505,266,2217,741,1788,1941,2717,467,100,445,69,586,753,308,472,831,133,206,68,4,2,0,0,0,1397,166,122,31,229,360,463,664,456,696,488,76,0,23,209,868,616,1278,219,52,167,1716,505,265,2208,757,1791,1944,2723,466,100,446,0,1,-1,0,0,-2,0,0,2,0,0,0,0,0,-1,1,0,0,-1,0,0,1,-1,0,1,0,0,0,1,6,-7,2,-1,-1,0,0,0,-1,-9,16,3,3,6,-1,0,1
TAZ,1011,105,479,403,160,345,446,261,29,29,35,2,0,0,0,887,175,59,26,388,401,236,122,425,430,256,36,0,44,154,518,431,784,225,51,87,1147,386,198,1220,701,1139,1366,1602,527,125,251,105,479,404,159,346,445,261,29,29,35,2,0,0,0,886,176,59,26,388,401,237,121,424,431,257,35,0,44,154,517,432,783,226,51,87,1147,387,197,1221,699,1138,1366,1604,526,124,250,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,-1,-1,1,1,-1,0,0,0,-1,1,-1,1,0,0,0,1,-1,1,-2,-1,0,2,-1,-1,-1
TAZ,1012,104,493,485,203,336,413,272,190,21,34,17,2,0,0,920,203,121,41,394,440,386,65,387,533,308,57,1,48,182,616,438,839,265,56,125,1285,586,259,1558,779,1511,1671,1971,682,172,357,104,493,485,203,336,412,272,190,21,35,17,2,0,0,920,202,121,42,395,439,386,65,387,533,308,57,1,48,182,617,437,837,267,56,125,1285,594,261,1557,774,1513,1673,1971,682,175,358,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,-1,0,1,1,-1,0,0,0,0,0,0,0,0,0,1,-1,-2,2,0,0,0,8,2,-1,-5,2,2,0,0,3,1
TAZ,1013,102,612,459,199,493,422,257,138,28,22,7,3,1,1,1064,176,97,35,349,525,372,126,448,584,295,45,0,47,163,648,514,936,269,56,111,1372,488,238,1479,822,1418,1609,1951,622,166,288,102,612,459,199,493,422,258,138,28,22,7,3,0,1,1068,174,96,34,350,525,371,126,449,584,294,45,0,47,162,649,514,936,270,56,110,1372,489,239,1475,819,1417,1605,1955,617,167,283,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,4,-2,-1,-1,1,0,-1,0,1,0,-1,0,0,0,-1,1,0,0,1,0,-1,0,1,1,-4,-3,-1,-4,4,-5,1,-5
TAZ,1014,86,460,372,166,424,260,156,210,26,3,2,2,1,0,820,145,100,19,325,334,297,128,350,450,220,64,0,21,135,533,395,724,193,63,104,1084,404,177,1242,616,1165,1274,1599,417,171,252,87,460,371,166,425,259,156,212,25,2,2,2,1,0,822,144,99,19,326,334,297,127,351,449,220,64,0,21,135,533,395,723,194,64,103,1084,407,176,1239,613,1162,1273,1587,423,176,249,1,0,-1,0,1,-1,0,2,-1,-1,0,0,0,0,2,-1,-1,0,1,0,0,-1,1,-1,0,0,0,0,0,0,0,-1,1,1,-1,0,3,-1,-3,-3,-3,-1,-12,6,5,-3
TAZ,1015,47,224,269,121,232,153,93,100,60,23,0,0,0,0,452,109,68,32,132,151,178,200,189,263,162,47,1,9,73,371,207,463,97,25,76,661,346,111,837,361,814,841,1119,256,81,199,48,224,267,122,232,153,92,100,60,24,0,0,0,0,453,108,68,32,132,150,179,200,189,263,160,49,1,9,73,372,206,464,99,25,73,661,348,112,839,359,816,842,1116,257,82,203,1,0,-2,1,0,0,-1,0,0,1,0,0,0,0,1,-1,0,0,0,-1,1,0,0,0,-2,2,0,0,0,1,-1,1,2,0,-3,0,2,1,2,-2,2,1,-3,1,1,4
TAZ,1016,37,253,215,104,236,141,99,78,55,0,0,0,0,0,444,88,60,17,128,142,223,116,172,245,151,41,0,14,76,298,221,437,106,19,47,609,259,98,687,358,692,710,958,265,57,122,37,253,215,104,235,141,99,79,55,0,0,0,0,0,444,88,60,17,127,142,225,115,171,245,152,41,0,14,75,299,221,435,109,19,46,609,261,98,690,356,694,711,959,268,57,121,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,2,-1,-1,0,1,0,0,0,-1,1,0,-2,3,0,-1,0,2,0,3,-2,2,1,1,3,0,-1
TAZ,1017,161,665,329,108,725,316,105,29,49,39,0,0,0,0,1097,89,44,33,707,235,178,143,606,464,155,38,0,40,144,490,589,893,236,45,89,1263,283,143,1031,810,979,1288,1537,388,125,217,161,666,328,108,725,315,105,30,49,39,0,0,0,0,1098,89,43,33,707,235,178,143,606,464,155,38,0,40,144,488,591,894,233,46,90,1263,288,142,1031,808,981,1288,1533,393,127,216,0,1,-1,0,0,-1,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-2,2,1,-3,1,1,0,5,-1,0,-2,2,0,-4,5,2,-1
TAZ,1018,89,421,418,162,378,341,184,146,16,20,4,1,0,0,837,141,95,17,261,299,312,218,328,419,288,55,0,27,147,541,375,761,178,51,100,1090,386,149,1274,623,1143,1289,1639,390,143,260,89,421,418,162,378,341,184,146,16,20,4,1,0,0,839,141,93,17,261,299,312,218,328,419,288,55,0,27,147,541,375,760,179,51,100,1090,388,150,1273,621,1142,1290,1640,388,143,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,2,1,-1,-2,-1,1,1,-2,0,1
TAZ,1019,65,511,431,208,439,302,192,256,20,6,0,0,0,0,892,187,120,16,204,496,369,146,372,497,278,68,1,28,174,583,429,868,196,42,109,1215,478,204,1400,697,1316,1463,1923,424,122,310,65,512,431,207,439,303,191,256,20,6,0,0,0,0,891,188,120,16,204,496,369,146,372,497,279,67,1,28,174,583,429,869,195,42,109,1215,479,202,1403,694,1315,1463,1919,432,120,307,0,1,0,-1,0,1,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,-1,0,0,0,1,-2,3,-3,-1,0,-4,8,-2,-3
TAZ,1020,25,181,122,57,152,121,20,48,1,34,6,2,0,1,290,34,31,30,82,182,94,27,148,138,82,17,0,6,48,186,145,263,65,22,35,385,208,48,444,224,469,455,595,163,70,96,25,181,121,58,152,120,20,49,1,35,5,2,0,1,289,34,32,30,82,182,94,27,148,137,83,17,0,6,49,185,145,265,65,22,33,385,210,47,444,223,470,454,596,162,69,97,0,0,-1,1,0,-1,0,1,0,1,-1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,1,0,0,0,1,-1,0,2,0,0,-2,0,2,-1,0,-1,1,-1,1,-1,-1,1
TAZ,1021,18,131,126,70,103,96,71,50,21,4,0,0,0,0,244,63,28,10,80,79,124,62,88,150,82,25,0,5,54,169,117,235,51,17,42,345,152,68,421,196,409,428,524,139,63,111,18,131,126,70,103,96,71,50,21,4,0,0,0,0,244,63,28,10,79,79,125,62,87,151,82,25,0,5,54,170,116,236,51,16,42,345,151,69,422,195,407,430,528,138,59,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,-1,1,0,0,0,0,0,1,-1,1,0,-1,0,0,-1,1,1,-1,-2,2,4,-1,-4,1
TAZ,1022,53,313,297,175,282,231,188,94,26,10,2,2,2,1,641,123,50,24,187,216,261,174,227,332,212,67,0,21,106,421,290,580,137,35,86,838,301,169,980,485,916,1019,1283,319,95,238,53,312,297,176,281,232,189,94,26,10,2,2,1,1,644,122,49,23,187,217,260,174,227,332,212,67,0,21,106,421,290,582,136,35,85,838,304,170,976,481,914,1017,1288,313,97,233,0,-1,0,1,-1,1,1,0,0,0,0,0,-1,0,3,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,2,-1,0,-1,0,3,1,-4,-4,-2,-2,5,-6,2,-5
TAZ,1023,72,442,285,88,322,260,128,110,66,1,0,0,0,0,653,113,86,35,436,317,96,38,351,348,159,29,0,38,130,403,316,573,193,43,78,887,394,150,941,517,954,1048,1219,449,119,215,72,441,286,88,322,260,127,111,66,1,0,0,0,0,653,112,87,35,435,318,96,38,351,348,159,29,0,38,130,402,317,571,193,43,80,887,396,150,942,515,954,1049,1218,448,120,217,0,-1,1,0,0,0,-1,1,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,0,0,0,0,0,0,-1,1,-2,0,0,2,0,2,0,1,-2,0,1,-1,-1,1,2
TAZ,1024,14,89,59,19,73,57,24,18,9,0,0,0,0,0,140,20,17,4,72,82,22,5,65,77,36,3,1,7,27,76,70,109,39,12,21,181,67,27,171,111,168,208,212,86,36,42,14,89,59,19,73,57,24,18,9,0,0,0,0,0,141,20,16,4,73,82,21,5,65,77,36,3,1,7,27,76,70,109,38,13,21,181,65,27,173,111,167,209,214,83,38,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-2,0,2,0,-1,1,2,-3,2,-1
TAZ,1027,149,638,293,66,688,346,66,40,0,1,3,1,0,1,1049,72,22,3,650,276,180,40,589,416,130,11,0,34,144,435,533,806,219,42,79,1146,130,102,856,696,776,1008,1236,327,70,151,149,638,293,66,688,346,66,41,0,1,3,1,0,0,1049,72,22,3,649,276,181,40,589,416,130,11,0,34,143,436,533,808,217,42,79,1146,128,101,853,695,772,1005,1227,329,70,151,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,-1,1,0,2,-2,0,0,0,-2,-1,-3,-1,-4,-3,-9,2,0,0
TAZ,1028,60,330,252,89,279,257,109,54,6,23,2,0,1,0,583,86,42,20,239,224,156,112,248,292,164,27,0,27,84,352,268,520,122,27,62,731,240,117,756,414,694,833,1048,283,58,138,60,331,251,89,280,257,109,53,6,23,2,0,1,0,584,86,41,20,240,224,156,111,248,293,163,27,0,27,83,351,270,521,123,26,61,731,239,118,753,414,691,833,1047,282,59,136,0,1,-1,0,1,0,0,-1,0,0,0,0,0,0,1,0,-1,0,1,0,0,-1,0,1,-1,0,0,0,-1,-1,2,1,1,-1,-1,0,-1,1,-3,0,-3,0,-1,-1,1,-2
TAZ,1029,24,192,199,68,155,242,32,36,15,2,0,0,0,1,410,43,23,7,52,144,142,145,141,200,129,13,0,8,65,219,191,360,70,16,37,483,114,51,507,304,459,517,688,149,30,109,24,193,199,67,154,243,32,36,15,2,0,0,0,1,410,43,23,7,52,145,142,144,141,201,129,12,0,8,65,219,191,361,70,16,36,483,115,51,508,303,460,517,693,148,30,106,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,-1,0,0,0,0,0,1,0,0,-1,0,1,0,1,-1,1,0,5,-1,0,-3
TAZ,1030,1,23,26,9,15,37,3,2,2,0,0,0,0,0,51,5,2,1,6,20,24,9,14,26,18,1,0,2,15,22,20,41,12,3,3,59,12,8,62,34,53,63,82,23,5,6,1,23,26,9,14,38,2,2,3,0,0,0,0,0,51,5,2,1,6,20,24,9,15,26,17,1,0,1,14,23,21,42,12,2,3,59,12,5,66,36,54,65,86,23,3,7,0,0,0,0,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,-1,-1,1,1,1,0,-1,0,0,0,-3,4,2,1,2,4,0,-2,1
